station,date,tavg,preciptotal,stnpressure,avgspeed,raining,misty,humidity,trange,tavg_5ma,trange_5ma,stnpressure_5ma,avgspeed_5ma,humidity_5ma,preciptotal_5ma,tavg_10ma,trange_10ma,stnpressure_10ma,avgspeed_10ma,humidity_10ma,preciptotal_10ma,preciptotal_5sum,raining_5sum,misty_5sum,preciptotal_10sum,raining_10sum,misty_10sum
2,2007-05-11,61.0,0.0,29.39,12.8,0,0,53.489222585624475,24,67.8,23.0,29.345999999999997,7.58,54.83738849483443,0.004,63.35,20.6,29.407,10.09,51.52158686200837,0.002,0.02,0.0,3.0,0.02,0.0,5.0
1,2007-05-12,55.0,0.0,29.49,12.9,0,0,48.61640558435118,18,64.6,21.8,29.303999999999995,8.379999999999999,58.35232431675631,0.026000000000000002,62.1,21.4,29.357,10.21,51.808093666065005,0.013000000000000001,0.13,0.0,3.0,0.13,2.0,3.0
2,2007-05-12,56.0,0.0,29.54,13.0,0,0,48.77141942984007,18,65.6,19.8,29.365999999999996,8.2,57.44373709327168,0.004,63.75,20.7,29.417,10.05,49.539258895556074,0.002,0.02,0.0,3.0,0.02,0.0,4.0
1,2007-05-13,56.0,0.0,29.49,8.1,0,0,41.598614305277,26,62.2,21.4,29.344,8.84,52.60204033969124,0.026000000000000002,62.1,22.0,29.366999999999997,9.83,50.48306913798926,0.013000000000000001,0.13,0.0,2.0,0.13,2.0,3.0
2,2007-05-13,57.0,0.0,29.55,7.6,0,0,38.53952444668275,25,63.0,20.8,29.404000000000003,8.64,52.478608648126475,0.004,63.65,21.3,29.426000000000005,9.49,48.29018808488523,0.002,0.02,0.0,2.0,0.02,0.0,3.0
1,2007-05-14,73.0,0.0,29.23,17.3,0,0,39.58164504515501,34,63.0,25.0,29.347999999999995,11.059999999999999,46.427323895144596,0.0,63.6,23.7,29.358999999999998,10.48,49.1363452269362,0.013000000000000001,0.0,0.0,1.0,0.13,1.0,3.0
2,2007-05-14,72.0,0.0,29.31,14.6,0,0,37.95619680259921,36,63.4,25.4,29.410000000000004,10.379999999999999,45.9578665771216,0.0,64.4,22.2,29.421000000000003,9.91,47.706216853911116,0.002,0.0,0.0,1.0,0.02,0.0,3.0
1,2007-05-15,69.0,0.38,29.13,12.3,1,1,63.24179235088773,23,62.8,24.0,29.334000000000003,12.7,48.51538813736384,0.076,64.5,24.7,29.332,10.510000000000002,51.06681444745,0.051000000000000004,0.38,1.0,1.0,0.51,2.0,4.0
2,2007-05-15,69.0,0.6,29.19,10.8,1,1,63.24179235088773,26,63.0,25.8,29.396000000000004,11.76,48.399631123126845,0.12,65.3,23.6,29.394000000000005,9.84,49.46128251096541,0.062,0.6,1.0,1.0,0.62,1.0,4.0
1,2007-05-16,55.0,0.14,29.33,12.2,1,1,63.864667476624994,22,61.6,24.6,29.333999999999996,12.559999999999999,51.380624952459186,0.10400000000000001,64.1,25.0,29.308000000000003,10.23,54.145600361565414,0.065,0.52,2.0,2.0,0.65,3.0,5.0
2,2007-05-16,55.0,0.07,29.39,11.8,1,1,61.455645098499886,19,61.8,24.8,29.395999999999997,11.56,49.992915625701926,0.13399999999999998,64.8,23.9,29.371000000000002,9.57,52.41515206026818,0.06899999999999999,0.6699999999999999,2.0,2.0,0.69,2.0,5.0
1,2007-05-17,53.0,0.0,29.55,11.3,0,0,44.57917647566113,19,61.2,24.8,29.345999999999997,12.24,50.57317913072117,0.10400000000000001,62.9,23.3,29.325,10.31,54.46275172373875,0.065,0.52,2.0,2.0,0.65,2.0,5.0
2,2007-05-17,53.0,0.0,29.62,12.2,0,0,44.57917647566113,17,61.2,24.6,29.412,11.4,49.15446703486614,0.13399999999999998,63.4,22.2,29.389000000000003,9.8,53.29910206406892,0.06899999999999999,0.6699999999999999,2.0,2.0,0.69,2.0,5.0
1,2007-05-18,57.0,0.0,29.53,7.5,0,0,35.540930753951436,29,61.4,25.4,29.354000000000003,12.120000000000001,49.361642420456064,0.10400000000000001,61.8,23.4,29.349,10.48,50.981841380073654,0.065,0.52,2.0,2.0,0.65,2.0,4.0
2,2007-05-18,57.0,0.0,29.6,5.5,0,0,37.01329899925189,27,61.2,25.0,29.422000000000004,10.98,48.849221945379966,0.13399999999999998,62.1,22.9,29.413,9.809999999999999,50.663915296753224,0.06899999999999999,0.6699999999999999,2.0,2.0,0.69,2.0,4.0
1,2007-05-19,68.0,0.0,29.34,11.4,0,0,34.52768660164003,24,60.4,23.4,29.375999999999998,10.94,48.35085073175306,0.10400000000000001,61.7,24.2,29.362000000000002,11.0,47.389087313448826,0.052000000000000005,0.52,2.0,2.0,0.52,2.0,3.0
2,2007-05-19,68.0,0.0,29.41,11.4,0,0,31.921967677082066,24,60.4,22.6,29.442,10.34,47.64237612027654,0.13399999999999998,61.9,24.0,29.426,10.360000000000001,46.800121348699065,0.06699999999999999,0.6699999999999999,2.0,2.0,0.6699999999999999,2.0,3.0
1,2007-05-20,56.0,0.07,29.38,10.7,1,0,54.84885958603458,26,57.8,24.0,29.426,10.620000000000001,46.672264178782434,0.042,60.3,24.0,29.379999999999995,11.66,47.593826158073135,0.05900000000000001,0.21000000000000002,2.0,1.0,0.5900000000000001,3.0,2.0
2,2007-05-20,57.0,0.11,29.44,9.7,1,0,54.9936389390944,25,58.0,22.4,29.492,10.120000000000001,45.992745437917876,0.036,60.5,24.1,29.444,10.940000000000001,47.19618828052236,0.078,0.18,2.0,1.0,0.78,3.0,2.0
1,2007-05-21,62.0,0.0,29.33,8.2,0,0,64.73130403319603,36,59.2,26.8,29.426,9.82,46.84559149009664,0.014000000000000002,60.4,25.7,29.380000000000003,11.190000000000001,49.11310822127791,0.05900000000000001,0.07,1.0,0.0,0.5900000000000001,3.0,2.0
2,2007-05-21,63.0,0.0,29.39,7.8,0,0,62.489911541258955,33,59.6,25.2,29.492,9.319999999999999,46.19959872646969,0.022,60.7,25.0,29.444,10.440000000000001,48.09625717608581,0.078,0.11,1.0,0.0,0.78,3.0,2.0
1,2007-05-22,71.0,0.0,29.34,10.2,0,0,40.78437873189862,32,62.8,29.4,29.384000000000004,9.6,46.08663194134414,0.014000000000000002,62.0,27.1,29.365,10.92,48.329905536032655,0.05900000000000001,0.07,1.0,0.0,0.5900000000000001,3.0,2.0
2,2007-05-22,74.0,0.0,29.41,10.6,0,0,34.154590084423795,27,63.8,27.2,29.45,9.0,44.11468144822222,0.022,62.5,25.9,29.431,10.2,46.63457424154418,0.078,0.11,1.0,0.0,0.78,3.0,2.0
1,2007-05-23,75.0,0.0,29.39,11.8,0,0,39.89579869755478,29,66.4,29.4,29.356,10.459999999999999,46.957605530064804,0.014000000000000002,63.9,27.4,29.354999999999997,11.290000000000001,48.15962397526043,0.05900000000000001,0.07,1.0,0.0,0.5900000000000001,3.0,2.0
2,2007-05-23,78.0,0.0,29.47,11.2,0,0,34.78375150043124,23,68.0,26.4,29.424,10.14,43.66877194845809,0.022,64.6,25.7,29.422999999999995,10.56,46.25899694691903,0.078,0.11,1.0,0.0,0.78,3.0,2.0
1,2007-05-24,76.0,0.02,29.41,17.3,1,1,46.4176905261899,25,68.0,29.6,29.369999999999997,11.64,49.33560631497478,0.018000000000000002,64.2,26.5,29.373,11.29,48.84322852336392,0.061,0.09000000000000001,2.0,1.0,0.61,4.0,3.0
2,2007-05-24,77.0,0.0,29.47,15.2,1,1,43.285691086399886,22,69.8,26.0,29.436,10.899999999999999,45.94151663032166,0.022,65.1,24.3,29.439,10.62,46.7919463752991,0.078,0.11,2.0,1.0,0.78,4.0,3.0
1,2007-05-25,63.0,0.0,29.51,8.8,0,0,49.84159040609186,14,69.4,27.2,29.396000000000004,11.26,48.33415247898624,0.004,63.6,25.6,29.411,10.94,47.503208328884334,0.023,0.02,1.0,1.0,0.23,3.0,2.0
2,2007-05-25,62.0,0.09,29.57,8.2,1,1,55.7089809078481,9,70.8,22.8,29.462,10.6,46.084585024072396,0.018,64.4,22.6,29.476999999999997,10.36,46.038665230995136,0.027000000000000003,0.09,2.0,2.0,0.27,4.0,3.0
1,2007-05-26,57.0,1.01,29.36,7.2,1,1,93.00883719986737,16,68.4,23.2,29.401999999999997,11.06,53.98965911232051,0.20600000000000002,63.8,25.0,29.413999999999998,10.44,50.41762530120857,0.11000000000000001,1.03,2.0,2.0,1.1,3.0,2.0
2,2007-05-26,60.0,0.28,29.42,7.8,1,1,83.52505989004503,20,70.2,20.2,29.468,10.6,50.29161469382961,0.074,64.9,22.7,29.48,9.959999999999999,48.24560671014965,0.048,0.37,3.0,3.0,0.48000000000000004,4.0,3.0
1,2007-05-27,66.0,0.04,29.34,9.5,1,1,50.29229115862627,18,67.4,20.4,29.401999999999997,10.92,55.89124159766603,0.21400000000000002,65.1,24.9,29.393,10.26,50.98893676950509,0.11400000000000002,1.07,3.0,3.0,1.1400000000000001,4.0,3.0
2,2007-05-27,67.0,0.08,29.41,9.2,1,1,52.36594383575726,16,68.8,18.0,29.468,10.319999999999999,53.933885444096305,0.09,66.3,22.6,29.458999999999996,9.66,49.02428344615926,0.05600000000000001,0.45,4.0,4.0,0.56,5.0,4.0
1,2007-05-28,65.0,0.0,29.43,5.3,1,0,52.07291087810838,29,65.4,20.4,29.410000000000004,9.620000000000001,58.326664033776765,0.21400000000000002,65.9,24.9,29.383,10.04,52.64213478192079,0.11400000000000002,1.07,4.0,3.0,1.1400000000000001,5.0,3.0
2,2007-05-28,65.0,0.0,29.49,5.2,0,0,56.13141013840536,22,66.2,17.8,29.472,9.12,58.20341717169113,0.09,67.1,22.1,29.448,9.629999999999999,50.93609456007461,0.05600000000000001,0.45,4.0,4.0,0.56,5.0,4.0
1,2007-05-29,74.0,0.0,29.39,6.5,0,1,57.36879214984288,28,65.0,21.0,29.406,7.459999999999999,60.516884358507355,0.21000000000000002,66.5,25.3,29.387999999999998,9.55,54.92624533674107,0.11400000000000002,1.05,3.0,3.0,1.1400000000000001,5.0,4.0
2,2007-05-29,77.0,0.0,29.44,7.4,0,1,53.79912917163951,23,66.2,18.0,29.466,7.56,60.30610478873905,0.09,68.0,22.0,29.451,9.23,53.123810709530346,0.05600000000000001,0.45,3.0,4.0,0.56,5.0,5.0
1,2007-05-30,77.0,0.0,29.31,10.6,0,1,51.904648026246356,21,67.8,22.4,29.365999999999996,7.8199999999999985,60.929495882538255,0.21000000000000002,68.6,24.8,29.381,9.540000000000001,54.63182418076225,0.10700000000000001,1.05,3.0,4.0,1.07,4.0,5.0
2,2007-05-30,80.0,0.0,29.38,10.1,0,1,45.35622683576624,19,69.8,20.0,29.427999999999997,7.94,58.23555397432267,0.072,70.3,21.4,29.445,9.27,52.16006949919754,0.045000000000000005,0.36,2.0,4.0,0.45000000000000007,4.0,6.0
1,2007-05-31,72.0,0.01,29.28,9.9,1,1,68.30702534158651,13,70.8,21.8,29.35,8.36,55.989133510882084,0.01,69.6,22.5,29.375999999999998,9.709999999999999,54.98939631160128,0.10800000000000001,0.05,3.0,4.0,1.08,5.0,6.0
2,2007-05-31,74.0,0.53,29.34,9.2,1,1,63.85321833711421,12,72.6,18.4,29.412,8.219999999999999,54.30118566373651,0.122,71.4,19.3,29.440000000000005,9.41,52.29640017878306,0.098,0.61,2.0,4.0,0.9800000000000001,5.0,7.0
1,2007-06-01,74.0,0.19,29.19,6.4,0,1,68.52628458711716,23,72.4,22.8,29.32,7.74,59.63593219658026,0.04,69.9,21.6,29.361,9.33,57.76358689712315,0.127,0.2,2.0,4.0,1.27,5.0,7.0
2,2007-06-01,77.0,0.21,29.25,5.8,0,1,61.99943468829765,19,74.6,19.0,29.380000000000003,7.539999999999999,56.22788383424459,0.148,71.7,18.5,29.424,8.93,55.08088463917045,0.11900000000000002,0.74,1.0,4.0,1.1900000000000002,5.0,8.0
1,2007-06-02,73.0,0.04,29.03,7.4,1,1,70.87089690607739,16,74.0,20.2,29.240000000000002,8.16,63.39552940217406,0.048,69.7,20.3,29.325,8.889999999999999,60.86109671797541,0.131,0.24000000000000002,2.0,5.0,1.31,6.0,8.0
2,2007-06-02,75.0,0.0,29.1,8.2,1,1,63.97388267125127,13,76.6,17.2,29.302,8.139999999999999,57.796378340813774,0.148,71.4,17.5,29.387,8.629999999999999,57.99989775625245,0.11900000000000002,0.74,2.0,5.0,1.1900000000000002,6.0,9.0
1,2007-06-03,70.0,0.01,28.82,6.7,1,1,70.55990715762363,16,73.2,17.8,29.125999999999998,8.2,66.0337524037302,0.05,69.1,19.4,29.266,7.83,63.27531838111878,0.13,0.25,3.0,5.0,1.3,6.0,8.0
2,2007-06-03,71.0,0.32,28.87,7.2,1,1,68.19661499378506,13,75.4,15.2,29.188,8.1,60.67587550524288,0.21200000000000002,70.8,16.6,29.326999999999998,7.83,60.490990146990974,0.15100000000000002,1.06,3.0,5.0,1.5100000000000002,6.0,9.0
1,2007-06-04,65.0,0.39,28.82,9.7,1,1,78.05567169406697,13,70.8,16.2,29.028000000000002,8.02,71.26395713729433,0.128,69.3,19.3,29.197000000000003,7.92,66.0967265099163,0.16899999999999998,0.64,4.0,5.0,1.69,7.0,9.0
2,2007-06-04,64.0,0.31,28.88,10.1,1,1,77.9727683279775,16,72.2,14.6,29.088,8.1,67.19918380368513,0.274,71.0,17.3,29.258,8.02,62.7173688890039,0.173,1.37,4.0,5.0,1.73,6.0,9.0
1,2007-06-05,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2,2007-06-05,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
1,2007-06-06,58.0,0.01,29.07,11.4,1,0,69.26922228337513,27,64.4,17.8,28.968,8.559999999999999,72.64167667438657,0.174,68.4,20.3,29.144,8.15,66.13880443548342,0.10699999999999998,0.87,5.0,4.0,1.0699999999999998,7.0,8.0
2,2007-06-06,61.0,0.0,29.13,10.6,1,0,59.937731910787726,25,65.6,15.8,29.028,8.84,67.84783682838966,0.18000000000000002,70.1,17.4,29.204,8.190000000000001,62.037860331317134,0.164,0.9000000000000001,5.0,4.0,1.6400000000000001,6.0,8.0
1,2007-06-07,81.0,0.0,28.84,23.1,0,0,52.47550009737232,20,66.0,18.6,28.93,11.7,68.96259731264556,0.16599999999999998,70.0,19.4,29.085,9.930000000000001,66.17906335740982,0.10699999999999998,0.83,4.0,3.0,1.0699999999999998,6.0,8.0
2,2007-06-07,82.0,0.0,28.91,20.7,0,0,49.028793104657076,21,67.0,17.4,28.99,11.34,64.85881891507081,0.18000000000000002,71.8,17.3,29.145999999999997,9.74,61.3275986279423,0.164,0.9000000000000001,4.0,3.0,1.6400000000000001,6.0,8.0
1,2007-06-08,69.0,0.0,29.18,13.8,0,0,56.686850696229826,24,65.8,20.2,29.002,13.12,66.1879860203668,0.16399999999999998,69.5,19.0,29.064000000000004,10.66,66.11086921204851,0.10699999999999998,0.82,3.0,2.0,1.0699999999999998,6.0,7.0
2,2007-06-08,72.0,0.0,29.24,12.4,0,0,53.08915754692025,18,67.2,18.4,29.064,12.379999999999999,61.83732742569786,0.11600000000000002,71.3,16.8,29.125999999999998,10.239999999999998,61.256601465470375,0.164,0.5800000000000001,3.0,2.0,1.6400000000000001,6.0,7.0
1,2007-06-09,66.0,0.0,29.36,5.0,0,0,50.29229115862627,27,66.0,23.0,29.110000000000003,12.18,60.63530991327866,0.086,68.4,19.6,29.069,10.1,65.94963352528649,0.10699999999999998,0.43,2.0,1.0,1.0699999999999998,6.0,6.0
2,2007-06-09,68.0,0.0,29.42,4.7,0,0,50.59013056579321,22,68.0,19.6,29.172000000000004,11.299999999999999,56.360799873261,0.054000000000000006,70.1,17.1,29.130000000000003,9.7,61.779991838473066,0.164,0.27,2.0,1.0,1.6400000000000001,6.0,6.0
1,2007-06-10,68.0,0.0,29.34,5.6,0,0,54.497276281177406,26,68.4,24.8,29.157999999999998,11.780000000000001,56.64422810335619,0.002,68.0,20.9,29.075,9.67,64.56865861924558,0.10599999999999998,0.01,1.0,0.0,1.0599999999999998,5.0,5.0
2,2007-06-10,71.0,0.0,29.39,5.8,0,0,47.38959457661924,20,70.8,21.2,29.218,10.84,52.007081540955504,0.0,69.8,17.9,29.134999999999998,9.36,60.13362946242357,0.11099999999999999,0.0,1.0,0.0,1.1099999999999999,5.0,5.0
1,2007-06-11,72.0,0.0,29.41,6.9,0,0,49.33072796792948,28,71.2,25.0,29.226,10.879999999999999,52.65652924026706,0.0,67.8,21.4,29.096999999999998,9.72,62.64910295732682,0.087,0.0,0.0,0.0,0.87,5.0,4.0
2,2007-06-11,75.0,0.0,29.47,8.4,0,0,42.97700637975792,20,73.6,20.2,29.286,10.4,48.61493643474954,0.0,69.6,18.0,29.157,9.620000000000001,58.23138663156959,0.09000000000000001,0.0,0.0,0.0,0.9000000000000001,5.0,4.0
1,2007-06-12,73.0,0.0,29.44,8.8,0,0,44.28716078510459,21,69.6,25.2,29.345999999999997,8.02,51.01886137781351,0.0,67.8,21.9,29.137999999999998,9.860000000000001,59.99072934522953,0.08299999999999999,0.0,0.0,0.0,0.83,4.0,3.0
2,2007-06-12,74.0,0.0,29.49,10.0,0,0,44.44124230610644,16,72.0,19.2,29.401999999999997,8.26,47.69742627503941,0.0,69.5,18.3,29.196000000000005,9.8,56.278122595055116,0.09000000000000001,0.0,0.0,0.0,0.9000000000000001,4.0,3.0
1,2007-06-13,74.0,0.0,29.36,8.6,0,0,47.84249406223293,27,70.6,25.8,29.381999999999998,6.9799999999999995,49.24999005101414,0.0,68.2,23.0,29.192,10.05,57.71898803569047,0.08199999999999999,0.0,0.0,0.0,0.82,3.0,2.0
2,2007-06-13,77.0,0.0,29.32,7.9,0,0,43.285691086399886,18,73.0,19.2,29.418,7.360000000000001,45.73673298293534,0.0,70.1,18.8,29.241000000000003,9.87,53.78703020431659,0.05800000000000001,0.0,0.0,0.0,0.5800000000000001,3.0,2.0
1,2007-06-14,77.0,0.0,29.3,6.8,0,0,46.56871566103546,25,72.8,25.4,29.370000000000005,7.340000000000001,48.50527495149597,0.0,69.4,24.2,29.24,9.760000000000002,54.57029243238732,0.043,0.0,0.0,0.0,0.43,2.0,1.0
2,2007-06-14,79.0,0.0,29.36,6.4,0,0,42.0312913786929,21,75.2,19.0,29.406,7.7,44.024965145515274,0.0,71.6,19.3,29.288999999999998,9.5,50.192882509388134,0.027000000000000003,0.0,0.0,0.0,0.27,2.0,1.0
1,2007-06-15,77.0,0.0,29.28,4.9,0,0,48.29099965563686,28,74.6,25.8,29.358000000000004,7.2,47.264019626387864,0.0,71.5,25.3,29.258000000000003,9.49,51.95412386487203,0.001,0.0,0.0,0.0,0.01,1.0,0.0
2,2007-06-15,78.0,0.0,29.34,4.1,0,0,46.71927056208743,22,76.6,19.4,29.395999999999997,7.360000000000001,43.890900342608916,0.0,73.7,20.3,29.307,9.1,47.948990941782206,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2007-06-16,80.0,0.0,29.26,5.8,1,1,50.506158550756396,27,76.2,25.6,29.328000000000003,6.9799999999999995,47.49910574295325,0.0,73.7,25.3,29.277000000000005,8.93,50.077817491610155,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2,2007-06-16,80.0,0.0,29.33,6.1,0,1,52.333551547067955,24,77.6,20.2,29.368000000000002,6.9,45.76220937607092,0.0,75.6,20.2,29.326999999999998,8.65,47.18857290541023,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,2007-06-17,81.0,0.0,29.23,6.3,0,1,56.298962921134255,21,77.8,25.6,29.286,6.4799999999999995,49.90146617015918,0.0,73.7,25.4,29.315999999999995,7.25,50.460163773986345,0.0,0.0,1.0,2.0,0.0,1.0,2.0
2,2007-06-17,81.0,0.16,29.28,6.1,0,1,58.300877006286115,20,79.0,21.0,29.326,6.12,48.53413631610686,0.032,75.5,20.1,29.364000000000004,7.19,48.115781295573136,0.016,0.16,0.0,2.0,0.16,0.0,2.0
1,2007-06-18,79.0,0.28,29.12,15.1,1,1,62.247329201951004,20,78.8,24.2,29.238,7.779999999999999,52.782433198102794,0.05600000000000001,74.7,25.0,29.309999999999995,7.38,51.016211624558466,0.028000000000000004,0.28,2.0,3.0,0.28,2.0,3.0
2,2007-06-18,81.0,0.02,29.19,12.6,1,1,58.300877006286115,16,79.8,20.6,29.3,7.06,51.5371735000841,0.036,76.4,19.9,29.359,7.209999999999999,48.636953241509715,0.018,0.18,1.0,3.0,0.18,1.0,3.0
1,2007-06-19,73.0,0.58,29.26,11.4,1,0,53.23220547500601,15,78.0,22.2,29.23,8.7,54.11513116089691,0.172,75.4,23.8,29.3,8.02,51.31020305619644,0.086,0.86,3.0,3.0,0.86,3.0,3.0
2,2007-06-19,73.0,0.93,29.31,11.3,1,1,53.23220547500601,16,78.6,19.6,29.29,8.040000000000001,53.77735631934672,0.22200000000000003,76.9,19.3,29.348000000000003,7.87,48.901160732431,0.11100000000000002,1.11,2.0,4.0,1.11,2.0,4.0
1,2007-06-20,73.0,0.0,29.39,8.8,0,0,47.6920165941982,23,77.2,21.2,29.252,9.48,53.99533454860917,0.172,75.9,23.5,29.305,8.34,50.62967708749852,0.086,0.86,3.0,3.0,0.86,3.0,3.0
2,2007-06-20,74.0,0.0,29.46,7.7,0,0,42.82201462100089,23,77.8,19.8,29.314,8.76,52.997905131129414,0.22199999999999998,77.2,19.6,29.355,8.06,48.444402736869165,0.11099999999999999,1.1099999999999999,2.0,4.0,1.1099999999999999,2.0,4.0
1,2007-06-21,69.0,0.01,29.36,10.7,1,0,52.65682980666182,16,75.0,19.0,29.272000000000002,10.459999999999999,54.42546879979026,0.174,75.6,22.3,29.3,8.72,50.96228727137175,0.087,0.87,3.0,2.0,0.87,4.0,3.0
2,2007-06-21,73.0,0.0,29.41,9.6,1,0,45.9617900026378,14,76.4,17.8,29.330000000000002,9.46,51.72355282224339,0.22199999999999998,77.0,19.0,29.349,8.18,48.74288109915715,0.11099999999999999,1.1099999999999999,3.0,3.0,1.1099999999999999,3.0,4.0
1,2007-06-22,69.0,0.0,29.33,8.7,1,0,50.738265153460794,15,72.6,17.8,29.292,10.940000000000001,53.31332924625557,0.174,75.2,21.7,29.289000000000005,8.709999999999999,51.60739770820737,0.087,0.87,4.0,1.0,0.87,5.0,3.0
2,2007-06-22,69.0,0.0,29.39,8.1,1,0,48.88163366835733,13,74.0,16.4,29.352000000000004,9.860000000000001,49.839704154657625,0.19,76.5,18.7,29.339,7.989999999999999,49.18692023538224,0.11099999999999999,0.95,4.0,2.0,1.1099999999999999,4.0,4.0
1,2007-06-23,65.0,0.05,29.23,9.0,1,1,78.05567169406697,5,69.8,14.8,29.314,9.72,56.47499774467876,0.128,74.3,19.5,29.276,8.75,54.62871547139078,0.092,0.64,4.0,1.0,0.92,6.0,4.0
2,2007-06-23,65.0,0.34,29.28,8.1,1,1,83.84471247176181,7,70.8,14.6,29.369999999999997,8.959999999999999,54.948471247752764,0.254,75.3,17.6,29.334999999999997,8.010000000000002,53.24282237391843,0.145,1.27,4.0,2.0,1.45,5.0,5.0
1,2007-06-24,70.0,0.0,29.26,8.0,0,1,75.74671784055894,14,69.2,14.6,29.314,9.040000000000001,60.977900217789355,0.012,73.6,18.4,29.272000000000002,8.87,57.54651568934313,0.092,0.060000000000000005,3.0,2.0,0.92,6.0,5.0
2,2007-06-24,70.0,0.0,29.33,6.0,0,1,75.74671784055894,10,70.2,13.4,29.374000000000002,7.9,59.45137372086335,0.06799999999999998,74.4,16.5,29.332000000000004,7.970000000000001,56.61436502010504,0.145,0.3399999999999999,3.0,2.0,1.45,5.0,6.0
