date,addressnumberandstreet,year,month,week,day,year_month,wnvpresent,RESTUANS,PIPIENS,SALINARIUS,TERRITANS,TARSALIS,ERRATICUS,station_ref,station,tavg,preciptotal,stnpressure,avgspeed,raining,misty,humidity,trange,tavg_5ma,trange_5ma,stnpressure_5ma,avgspeed_5ma,humidity_5ma,preciptotal_5ma,tavg_10ma,trange_10ma,stnpressure_10ma,avgspeed_10ma,humidity_10ma,preciptotal_10ma,preciptotal_5sum,raining_5sum,misty_5sum,preciptotal_10sum,raining_10sum,misty_10sum
2007-05-29,"6200  N MANDELL AVE, Chicago, IL",2007,5,22,2,2007-05,0,1,0,0,0,0,0,1,1,74.0,0.0,29.39,6.5,0,1,57.36879214984288,28,65.0,21.0,29.406,7.459999999999999,60.516884358507355,0.21000000000000002,66.5,25.3,29.387999999999998,9.55,54.92624533674107,0.11400000000000002,1.05,3.0,3.0,1.1400000000000001,5.0,4.0
2007-05-29,"6500  N OAK PARK AVE, Chicago, IL",2007,5,22,2,2007-05,0,1,1,0,0,0,0,1,1,74.0,0.0,29.39,6.5,0,1,57.36879214984288,28,65.0,21.0,29.406,7.459999999999999,60.516884358507355,0.21000000000000002,66.5,25.3,29.387999999999998,9.55,54.92624533674107,0.11400000000000002,1.05,3.0,3.0,1.1400000000000001,5.0,4.0
2007-05-29,"7500  N OAKLEY AVE, Chicago, IL",2007,5,22,2,2007-05,0,1,1,0,0,0,0,1,1,74.0,0.0,29.39,6.5,0,1,57.36879214984288,28,65.0,21.0,29.406,7.459999999999999,60.516884358507355,0.21000000000000002,66.5,25.3,29.387999999999998,9.55,54.92624533674107,0.11400000000000002,1.05,3.0,3.0,1.1400000000000001,5.0,4.0
2007-05-29,"7900  W FOSTER AVE, Chicago, IL",2007,5,22,2,2007-05,0,1,1,0,0,0,0,1,1,74.0,0.0,29.39,6.5,0,1,57.36879214984288,28,65.0,21.0,29.406,7.459999999999999,60.516884358507355,0.21000000000000002,66.5,25.3,29.387999999999998,9.55,54.92624533674107,0.11400000000000002,1.05,3.0,3.0,1.1400000000000001,5.0,4.0
2007-05-29,"7900  W FOSTER AVE, Chicago, IL",2007,5,22,2,2007-05,0,1,0,0,0,0,0,1,1,74.0,0.0,29.39,6.5,0,1,57.36879214984288,28,65.0,21.0,29.406,7.459999999999999,60.516884358507355,0.21000000000000002,66.5,25.3,29.387999999999998,9.55,54.92624533674107,0.11400000000000002,1.05,3.0,3.0,1.1400000000000001,5.0,4.0
2007-05-29,"8900  S CARPENTER ST, Chicago, IL",2007,5,22,2,2007-05,0,1,0,0,0,0,0,2,2,77.0,0.0,29.44,7.4,0,1,53.79912917163951,23,66.2,18.0,29.466,7.56,60.30610478873905,0.09,68.0,22.0,29.451,9.23,53.123810709530346,0.05600000000000001,0.45,3.0,4.0,0.56,5.0,5.0
2007-05-29,"5300  N STREETER DR, Chicago, IL",2007,5,22,2,2007-05,0,1,1,0,0,0,0,2,2,77.0,0.0,29.44,7.4,0,1,53.79912917163951,23,66.2,18.0,29.466,7.56,60.30610478873905,0.09,68.0,22.0,29.451,9.23,53.123810709530346,0.05600000000000001,0.45,3.0,4.0,0.56,5.0,5.0
2007-05-29,"5300  N STREETER DR, Chicago, IL",2007,5,22,2,2007-05,0,1,0,0,0,0,0,2,2,77.0,0.0,29.44,7.4,0,1,53.79912917163951,23,66.2,18.0,29.466,7.56,60.30610478873905,0.09,68.0,22.0,29.451,9.23,53.123810709530346,0.05600000000000001,0.45,3.0,4.0,0.56,5.0,5.0
2007-06-05,"1100  W ROOSEVELT, Chicago, IL",2007,6,23,2,2007-06,0,0,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1100  W ROOSEVELT, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1100  W ROOSEVELT, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1100  S STATE ST, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1100  W CHICAGO, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1400  N HUMBOLDT DR, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1500  N LONG AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1500  W GRANVILLE AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"1500  W WEBSTER AVE, Chicago, IL",2007,6,23,2,2007-06,0,0,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1500  W WEBSTER AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1500  W WEBSTER AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1700  W 95TH ST, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"1800  W FARWELL AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"2100  N LAWLER AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2100  N STAVE ST, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2100  N STAVE ST, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2200  N CANNON DR, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2200  W 113TH ST, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2200  W 89TH ST, Chicago, IL",2007,6,23,2,2007-06,0,0,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2200  W 89TH ST, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2200  W 89TH ST, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2500  S MILLARD AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2500  W GRAND AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"2800  N FRANCISCO AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"3500  W 116TH ST, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"3500  W 116TH ST, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"3600  N PITTSBURGH AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"3700  N KEDVALE AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"3700  N KEDVALE AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"3800  N CALIFORNIA AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"4000  N AUSTIN AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"4000  N AUSTIN AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"4100  N OAK PARK AVE, Chicago, IL",2007,6,23,2,2007-06,0,0,1,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"4100  N OAK PARK AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"4100  N OAK PARK AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"4200  N RICHMOND ST, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"4200  N RICHMOND ST, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"4200  W 127TH PL, Chicago, IL",2007,6,23,2,2007-06,0,0,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"4200  W 127TH PL, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"4200  W 127TH PL, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"4500  N CAMPBELL AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"4900  W BALMORAL AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"5000  S CENTRAL AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,2,2,57.0,0.27,29.16,8.1,1,1,69.15818623814671,12,68.8,14.6,29.052,7.88,68.26017738389164,0.22200000000000003,70.7,16.5,29.232,8.05,61.280681523814074,0.172,1.11,4.0,5.0,1.72,6.0,9.0
2007-06-05,"5300  W AGATITE AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"5300  W AGATITE AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"5800  N WESTERN AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"6500  N OAK PARK AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"6500  N OAK PARK AVE, Chicago, IL",2007,6,23,2,2007-06,0,1,0,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
2007-06-05,"7000   W ARMITAGE AVENUE, Chicago, IL",2007,6,23,2,2007-06,0,1,1,0,0,0,0,1,1,56.0,0.42,29.1,7.6,1,1,74.45268533078975,17,67.6,17.0,28.992,7.5600000000000005,72.49308913513498,0.21000000000000002,69.2,19.4,29.171,7.959999999999999,64.24111132300854,0.11000000000000001,1.05,4.0,5.0,1.1,7.0,9.0
